"id","lat","lon","updated"
"IWA","35.6513214389000","-114.2464662310000","2008-12-12 13:11:36"
"IWX","43.9895398504000","-88.5701111117000","2008-12-12 13:11:36"
"JAX","32.7755024789000","-84.2022046315000","2008-12-12 13:11:36"
"JGX","35.0209610679000","-85.9106174816000","2008-12-12 13:11:36"
"JKL","40.0829357771000","-86.0318920066000","2008-12-12 13:11:36"
"JUA","20.1959449560000","-68.3461954776000","2008-12-12 13:11:36"
"LBB","36.0262804066000","-104.4023388120000","2008-12-12 13:11:36"
"LCH","32.4081413824000","-95.7070811740000","2008-12-12 13:11:36"
"LIX","32.6250609034000","-92.3214423856000","2008-12-12 13:11:36"
"LNX","44.6130913197000","-103.4728991140000","2008-12-12 13:11:36"
"LOT","44.2444922707000","-90.9659732472000","2008-12-12 13:11:36"
"LRX","43.3459422302000","-119.6452777100000","2008-12-12 13:11:37"
"LSX","41.2290303317000","-93.4434492631000","2008-12-12 13:11:37"
"LTX","36.3705780445000","-81.0274820917000","2008-12-12 13:11:37"
"LVX","40.4799038835000","-88.6770391152000","2008-12-12 13:11:37"
"LWX","41.5148515181000","-80.2491661765000","2008-12-12 13:11:37"
"LZK","37.2417955295000","-94.8869052263000","2008-12-12 13:11:37"
"MAF","34.2701065896000","-104.7280492050000","2008-12-12 13:11:37"
"MAX","44.7412252808000","-125.6185064700000","2008-12-12 13:11:37"
"MBX","51.3659265414000","-104.1076815930000","2008-12-12 13:11:37"
"MHX","37.1800464006000","-79.4989925454000","2008-12-12 13:11:37"
"MKX","45.6662087319000","-91.4949513661000","2008-12-12 13:11:37"
"MLB","30.3519493727000","-83.0968593528000","2008-12-12 13:11:37"
"MOB","32.9751190879000","-90.7452343334000","2008-12-12 13:11:38"
"MPX","47.6337292064000","-96.6033510382000","2008-12-12 13:11:38"
"MQT","49.4006186468000","-90.6789667025000","2008-12-12 13:11:38"
"MRX","38.6139833762000","-86.0707517589000","2008-12-12 13:11:38"
"MSX","49.9378995861000","-117.1457340030000","2008-12-12 13:11:38"
"MTX","43.8896781089000","-115.3129000440000","2008-12-12 13:11:38"
"MUX","39.6325111528000","-124.6001541970000","2008-12-12 13:11:38"
"MVX","50.4516448142000","-100.5149119150000","2008-12-12 13:11:38"
"MXX","34.8793584373000","-88.3456902660000","2008-12-12 13:11:38"
"NKX","35.2714032815000","-119.6076494250000","2008-12-12 13:11:38"
"NQA","37.7658464883000","-92.5143240773000","2008-12-12 13:11:38"
"OAX","43.9489695878000","-99.2343998025000","2008-12-12 13:11:38"
"OHX","38.6954531860000","-89.2344470215000","2008-12-12 13:11:38"
"OKX","43.4768917708000","-75.7126750877000","2008-12-12 13:11:39"
"OTX","50.6131969244000","-120.8252455420000","2008-12-12 13:11:39"
"PAH","39.5426725769000","-91.4720549011000","2008-12-12 13:11:39"
"PBZ","43.1288054033000","-83.0524039529000","2008-12-12 13:11:39"
"PDT","48.5172899836000","-121.9356887540000","2008-12-12 13:11:39"
"POE","33.4625574355000","-95.4937146690000","2008-12-12 13:11:39"
"PUX","40.9805982694000","-106.9322521830000","2008-12-12 13:11:39"
"RAX","38.0955026661000","-81.1418567866000","2008-12-12 13:11:39"
"RGX","42.3223062550000","-122.2632106990000","2008-12-12 13:11:39"
"RIW","45.7685148898000","-111.4256408830000","2008-12-12 13:11:39"
"RLX","40.8274513661000","-84.4686350458000","2008-12-12 13:11:39"
"RTX","48.5424991122000","-126.0490094130000","2008-12-12 13:11:39"
"SFX","45.8102787919000","-115.6355687780000","2008-12-12 13:11:39"
"SGF","39.7151403392000","-96.1060191900000","2008-12-12 13:11:40"
"SHV","34.7911209384000","-96.3942498918000","2008-12-12 13:11:40"
"SJT","33.6838422116000","-103.0154800280000","2008-12-12 13:11:40"
"SOX","36.1948131076000","-120.2292813250000","2008-12-12 13:11:40"
"SRX","37.7102311429000","-97.0015609602000","2008-12-12 13:11:40"
"TBW","29.9355256583000","-84.8356705822000","2008-12-12 13:11:40"
"TFX","50.3798667214000","-114.5697963370000","2008-12-12 13:11:40"
"TLH","32.6874858301000","-86.8270016202000","2008-12-12 13:11:40"
"TLX","37.7534875211000","-99.9189323287000","2008-12-12 13:11:40"
"TWX","41.5376390908000","-99.0040274464000","2008-12-12 13:11:40"
"TYX","46.4894401550000","-78.6623870850000","2008-12-12 13:11:40"
"UDX","46.8754298678000","-105.8299267720000","2008-12-12 13:11:41"
"UEX","42.9107186335000","-101.2675787080000","2008-12-12 13:11:41"
"VAX","33.1911514837000","-85.5127276889000","2008-12-12 13:11:41"
"VBX","37.2438591697000","-123.0209743850000","2008-12-12 13:11:41"
"VNX","39.2051025668000","-100.8165170430000","2008-12-12 13:11:41"
"VTX","36.8055499822000","-121.7905440040000","2008-12-12 13:11:41"
"VWX","40.7746896778000","-90.4677150934000","2008-12-12 13:11:41"
"YUX","34.8362619851000","-117.2104910690000","2008-12-12 13:11:41"
